features,n_groups,n_feats,min_ev,max_odds,n_bets,win_rate,flat_roi,kelly_roi,bankroll
form_adv+rest+market_ext,3,23,0.03,3.0,873,44.4,0.6,0.81,1008.06
form_adv+elo+rest,3,26,0.15,3.0,396,42.4,0.6,-1.4,985.99
xg+market_ext,2,19,0.1,2.5,389,48.6,0.6,-2.06,979.37
form_basic+xg+rest+market_ext,4,36,0.03,2.5,576,49.5,0.59,-3.53,964.68
xg+elo+standings+rest,4,33,0.03,3.0,838,44.7,0.58,0.77,1007.73
standings+rest,2,14,0.1,2.2,159,53.5,0.58,-1.34,986.62
form_basic+xg+rest+market_ext,4,36,0.08,2.5,432,49.1,0.58,-2.72,972.76
form_basic+xg+elo+market_ext,4,38,0.08,2.5,375,47.7,0.57,-3.03,969.69
xg+standings+market_ext,3,27,0.15,2.5,286,47.2,0.57,-3.24,967.61
form_basic+form_adv+xg+rest+market_ext,5,51,0.03,2.5,598,49.5,0.57,-1.21,987.89
form_basic+xg+standings,3,39,0.1,3.0,643,43.7,0.56,-2.56,974.35
form_adv+xg+rest,3,35,0.03,2.5,572,49.5,0.56,-1.48,985.22
form_basic+form_adv+xg+elo+standings+market_ext,6,61,0.2,2.2,81,51.9,0.55,-1.35,986.45
xg+elo+standings+rest,4,33,0.1,2.2,202,53.0,0.55,-1.12,988.77
form_basic+xg+standings+rest,4,42,0.05,3.0,780,44.1,0.53,-4.49,955.05
form_basic+form_adv+xg+elo+rest,5,54,0.2,2.5,187,47.1,0.52,-2.29,977.12
form_basic+xg+standings,3,39,0.03,2.5,568,49.1,0.52,-0.31,996.93
form_basic+form_adv+xg+standings+rest+market_ext,6,59,0.05,2.5,540,49.1,0.52,-2.14,978.55
form_basic+xg+standings+rest+market_ext,5,44,0.05,3.0,814,44.7,0.5,-2.79,972.06
form_basic+xg+elo+market_ext,4,38,0.12,2.5,290,47.2,0.5,-2.68,973.19
rest,1,6,0.15,2.5,209,47.4,0.5,-0.76,992.35
elo+standings+rest+market_ext,4,21,0.12,3.0,488,43.0,0.5,-2.38,976.22
xg+standings+rest,3,28,0.03,3.0,891,44.8,0.5,-5.81,941.85
form_adv+rest+market_ext,3,23,0.08,3.0,671,43.7,0.5,1.1,1010.96
form_basic+xg+elo,3,36,0.1,3.0,593,43.7,0.49,-4.11,958.94
market_only,0,3,0.05,3.0,765,43.4,0.48,-2.44,975.57
xg+market_ext,2,19,0.15,3.0,493,43.6,0.46,-3.33,966.68
form_basic+form_adv+xg+standings,4,54,0.2,3.0,369,42.0,0.46,-3.41,965.94
rest+market_ext,2,8,0.15,3.0,395,42.8,0.46,-2.54,974.55
form_basic+xg+market_ext,3,33,0.03,3.0,920,44.9,0.45,-3.64,963.63
form_basic+form_adv+xg+elo+rest,5,54,0.03,3.0,819,44.8,0.45,-5.02,949.77
form_adv+xg+elo+standings+rest+market_ext,6,50,0.1,3.0,630,44.1,0.44,-1.37,986.28
form_basic+xg+elo+standings,4,44,0.15,2.2,123,52.0,0.44,-1.94,980.62
xg,1,17,0.2,2.2,95,52.6,0.43,-1.48,985.16
form_basic+xg,2,31,0.08,2.2,217,53.5,0.43,-2.82,971.79
form_basic+xg+elo+standings+rest,5,47,0.1,2.5,347,47.8,0.42,-1.51,984.86
form_basic+form_adv+elo+market_ext,4,39,0.08,2.2,204,52.9,0.42,-0.05,999.55
xg+elo+market_ext,3,24,0.1,3.0,625,43.8,0.42,-3.07,969.29
form_basic+form_adv+xg+elo+standings+rest,6,62,0.12,3.0,550,43.6,0.41,-1.89,981.1
form_basic+form_adv,2,32,0.2,2.2,57,50.9,0.41,-1.52,984.78
standings+rest,2,14,0.1,3.0,542,43.4,0.41,-1.37,986.27
form_basic+form_adv+xg+standings,4,54,0.03,3.0,923,45.4,0.4,-2.74,972.57
form_basic+form_adv+xg+elo,4,51,0.03,3.0,864,44.7,0.4,-1.13,988.73
form_adv+xg+rest,3,35,0.08,3.0,710,44.8,0.39,-1.65,983.52
form_adv+xg+elo+rest+market_ext,5,42,0.03,3.0,879,44.8,0.39,0.09,1000.92
form_adv+xg+elo+rest,4,40,0.1,2.2,201,53.7,0.39,-3.33,966.72
form_adv+xg+elo+standings+market_ext,5,47,0.05,3.0,771,44.6,0.38,2.42,1024.17
form_adv+standings,2,26,0.1,2.2,157,52.9,0.37,-1.55,984.46
form_basic+elo+rest,3,25,0.05,2.5,446,48.7,0.37,0.57,1005.68
form_adv+xg+elo+rest+market_ext,5,42,0.2,3.0,337,42.7,0.37,-2.62,973.84
form_basic+form_adv+elo+standings+rest+market_ext,6,50,0.03,3.0,833,44.5,0.37,-0.03,999.72
form_adv+xg+rest+market_ext,4,37,0.2,2.5,201,47.8,0.36,-2.3,976.97
xg+rest+market_ext,3,22,0.1,2.2,213,52.6,0.36,-3.53,964.72
form_adv+xg+market_ext,3,34,0.05,3.0,861,44.7,0.36,-3.33,966.7
form_basic+form_adv+xg+elo,4,51,0.05,3.0,777,44.4,0.36,-1.37,986.27
form_adv+xg+rest+market_ext,4,37,0.15,2.5,291,47.8,0.35,-3.59,964.09
rest+market_ext,2,8,0.08,2.2,205,52.2,0.35,-1.14,988.64
xg+standings+market_ext,3,27,0.05,3.0,855,44.7,0.34,-7.43,925.71
form_basic,1,17,0.2,2.2,66,51.5,0.34,-1.46,985.43
xg+standings+rest,3,28,0.1,3.0,647,43.7,0.33,-4.56,954.43
form_basic+form_adv+xg+standings,4,54,0.08,2.5,472,48.7,0.33,-0.92,990.82
form_basic+elo+rest+market_ext,4,27,0.1,2.5,300,47.7,0.33,-0.64,993.63
elo+standings+rest,3,19,0.1,3.0,553,43.6,0.32,-0.91,990.9
form_basic+elo+standings+rest,4,33,0.03,2.2,284,52.8,0.32,-1.77,982.25
form_basic+form_adv+xg+standings+rest+market_ext,6,59,0.12,2.5,348,48.0,0.31,-0.82,991.77
form_basic+xg+market_ext,3,33,0.15,2.5,270,47.4,0.3,-3.44,965.57
xg+elo+standings+rest+market_ext,5,35,0.03,2.2,310,53.2,0.3,-1.36,986.38
elo+standings+rest+market_ext,4,21,0.1,3.0,546,43.4,0.29,-1.62,983.79
form_adv+xg+standings+rest+market_ext,5,45,0.05,2.5,588,48.6,0.29,-1.77,982.31
elo+standings,2,16,0.03,2.2,243,53.5,0.29,2.71,1027.09
xg+standings+market_ext,3,27,0.08,2.5,461,48.2,0.29,-4.0,960.04
form_basic+elo+market_ext,3,24,0.1,2.2,177,52.5,0.29,-0.31,996.86
elo+standings,2,16,0.12,3.0,452,42.5,0.29,-2.61,973.9
standings+rest,2,14,0.12,3.0,469,42.9,0.28,-1.55,984.48
form_adv+xg+market_ext,3,34,0.12,2.5,338,48.8,0.28,-2.7,973.04
form_basic+elo+standings+rest+market_ext,5,35,0.05,3.0,767,44.2,0.27,-5.41,945.9
form_basic+xg+elo+standings+rest+market_ext,6,49,0.2,3.0,335,41.8,0.27,-1.97,980.3
standings+rest,2,14,0.03,2.5,471,48.6,0.26,1.25,1012.53
form_basic+xg+elo+standings,4,44,0.03,3.0,877,44.7,0.26,-3.46,965.4
market_only,0,3,0.1,3.0,594,42.6,0.26,-2.15,978.5
form_basic+form_adv+xg+rest+market_ext,5,51,0.1,2.5,392,48.2,0.26,-1.28,987.18
xg+rest+market_ext,3,22,0.08,3.0,713,44.0,0.25,-4.14,958.64
form_adv+elo+standings+rest,4,34,0.05,2.2,230,53.0,0.24,2.38,1023.78
form_basic+form_adv+elo,3,37,0.03,2.5,508,48.4,0.24,1.13,1011.25
form_basic+form_adv+elo+rest,4,40,0.03,2.5,519,48.7,0.23,1.9,1019.05
elo,1,8,0.08,3.0,666,44.0,0.23,-7.18,928.24
form_basic+elo,2,22,0.15,2.5,230,47.0,0.23,-1.53,984.71
xg+rest,2,20,0.12,2.2,180,53.3,0.22,-1.87,981.32
form_adv+rest+market_ext,3,23,0.03,2.5,537,49.0,0.22,0.99,1009.95
rest,1,6,0.1,2.5,309,47.6,0.22,-1.63,983.7
form_basic,1,17,0.05,2.5,501,48.5,0.2,-6.02,939.82
form_adv+xg+market_ext,3,34,0.1,2.2,224,54.0,0.19,-2.34,976.55
form_adv+rest,2,21,0.08,2.5,394,48.2,0.19,-0.09,999.08
form_basic+form_adv+xg,3,46,0.03,2.2,363,53.7,0.19,-3.29,967.12
form_basic+form_adv+xg+market_ext,4,48,0.08,3.0,702,44.2,0.19,-4.03,959.73
form_adv+standings+market_ext,3,28,0.15,2.2,99,52.5,0.18,-1.49,985.12
form_basic+elo+standings+rest,4,33,0.05,3.0,701,43.9,0.18,-5.15,948.52
xg+standings+rest+market_ext,4,30,0.03,3.0,921,45.0,0.17,-3.86,961.42
elo+standings+rest+market_ext,4,21,0.08,3.0,602,43.5,0.17,-2.28,977.17
xg+elo+standings,3,30,0.12,2.2,170,52.4,0.17,-1.52,984.85
form_basic+xg+standings+rest,4,42,0.1,3.0,606,43.4,0.16,-4.78,952.17
form_basic+form_adv+standings+market_ext,4,42,0.1,3.0,614,43.2,0.16,-3.26,967.41
form_basic+xg+standings+rest+market_ext,5,44,0.2,3.0,364,42.3,0.16,-3.38,966.2
form_basic+elo+standings+rest,4,33,0.12,2.2,144,52.1,0.16,-2.05,979.48
xg+rest+market_ext,3,22,0.1,3.0,630,43.8,0.15,-3.87,961.29
form_adv+xg+elo+market_ext,4,39,0.03,2.2,290,54.1,0.14,0.97,1009.68
xg+standings+market_ext,3,27,0.03,2.2,360,54.2,0.14,-5.66,943.42
form_basic+form_adv+elo+standings+rest,5,48,0.1,3.0,570,43.9,0.13,0.01,1000.15
form_adv+xg+elo+market_ext,4,39,0.15,2.2,114,52.6,0.13,-2.9,971.04
form_basic+xg+elo+standings+market_ext,5,46,0.2,3.0,354,41.8,0.13,-3.41,965.93
form_basic+form_adv+xg+elo+standings,5,59,0.05,2.2,280,53.6,0.13,-1.47,985.27
form_adv+xg+elo+standings,4,45,0.03,2.2,325,53.8,0.12,-2.18,978.21
form_basic+form_adv+standings+market_ext,4,42,0.15,3.0,453,41.7,0.12,-3.59,964.12
form_basic+form_adv+xg+rest+market_ext,5,51,0.12,3.0,587,43.4,0.11,-2.73,972.72
xg+standings,2,25,0.12,2.5,345,47.2,0.1,-4.23,957.68
form_basic+form_adv+xg+market_ext,4,48,0.1,3.0,648,44.1,0.1,-4.2,958.05
form_basic+form_adv+xg+elo+market_ext,5,53,0.03,3.0,874,45.1,0.08,-2.24,977.58
form_adv+xg+elo,3,37,0.12,2.2,142,53.5,0.08,-1.75,982.46
elo+standings+rest,3,19,0.15,3.0,433,42.7,0.07,-1.27,987.28
form_adv+xg+standings+market_ext,4,42,0.03,3.0,930,44.7,0.07,-2.24,977.55
form_basic+form_adv+rest+market_ext,4,37,0.2,2.5,164,46.3,0.07,-2.05,979.5
elo,1,8,0.2,3.0,331,42.9,0.06,-3.89,961.13
form_basic+xg+elo+standings+rest,5,47,0.05,3.0,774,44.3,0.06,-3.68,963.25
form_basic+form_adv+standings,3,40,0.12,3.0,554,42.8,0.06,-5.25,947.54
elo+market_ext,2,10,0.08,3.0,653,43.2,0.04,-5.85,941.52
xg+elo+standings+rest,4,33,0.05,3.0,762,44.4,0.04,0.77,1007.69
form_basic+form_adv+xg+elo+rest,5,54,0.12,3.0,525,43.6,0.03,-5.34,946.64
form_basic+form_adv+elo+rest+market_ext,5,42,0.1,3.0,562,43.1,0.03,-4.01,959.95
form_basic+form_adv+standings+market_ext,4,42,0.1,2.5,360,47.5,0.03,-2.42,975.76
form_basic+xg+elo+standings+rest+market_ext,6,49,0.1,3.0,597,43.4,0.02,-2.33,976.74
form_adv+xg+elo+market_ext,4,39,0.03,3.0,818,44.6,-0.0,-0.84,991.64
form_adv+rest,2,21,0.2,2.2,63,52.4,0.0,-1.63,983.65
form_basic+form_adv+xg,3,46,0.03,3.0,896,45.1,-0.0,-4.07,959.27
form_basic+form_adv+xg+elo+rest+market_ext,6,56,0.03,3.0,830,44.3,-0.01,-5.46,945.42
form_basic+form_adv+xg,3,46,0.05,2.5,522,49.0,-0.02,-3.34,966.57
form_basic+elo+rest,3,25,0.03,2.5,498,48.8,-0.02,0.66,1006.59
form_basic+rest,2,20,0.03,2.5,570,48.8,-0.02,-3.38,966.18
form_basic+xg+standings+rest+market_ext,5,44,0.12,3.0,573,43.5,-0.04,-3.66,963.38
form_adv+xg+standings+market_ext,4,42,0.12,3.0,622,43.2,-0.04,-3.12,968.84
standings+rest+market_ext,3,16,0.05,3.0,690,43.5,-0.05,-5.48,945.24
xg+standings,2,25,0.1,3.0,663,43.6,-0.06,-6.0,939.97
form_basic+form_adv+xg+elo,4,51,0.12,2.2,167,52.7,-0.06,-1.73,982.71
form_basic+form_adv+xg,3,46,0.03,2.5,590,49.3,-0.07,-3.23,967.7
form_basic+form_adv+standings+rest+market_ext,5,45,0.03,3.0,834,44.1,-0.07,-5.79,942.08
form_basic+form_adv+xg+elo+standings+rest,6,62,0.05,3.0,779,44.7,-0.07,-2.02,979.84
form_basic+elo+standings+rest,4,33,0.03,3.0,789,44.2,-0.08,-5.16,948.45
xg+elo+standings+rest,4,33,0.08,2.2,234,52.6,-0.08,-1.31,986.88
form_basic+form_adv+standings,3,40,0.12,2.5,321,47.0,-0.08,-4.28,957.16
form_basic+form_adv+xg+elo,4,51,0.1,3.0,594,43.6,-0.1,-2.72,972.79
form_basic+xg+market_ext,3,33,0.05,3.0,847,44.5,-0.12,-3.65,963.47
form_basic+form_adv+xg+elo+standings+rest+market_ext,7,64,0.2,3.0,358,42.5,-0.12,-2.35,976.45
form_basic+xg+elo+standings,4,44,0.05,3.0,810,44.3,-0.12,-3.77,962.3
form_adv+xg+standings+rest+market_ext,5,45,0.15,3.0,566,43.5,-0.13,-2.99,970.15
elo+standings+rest,3,19,0.12,2.2,142,52.8,-0.13,-0.93,990.65
form_adv+xg+standings,3,40,0.15,2.2,130,53.1,-0.14,-2.12,978.79
form_basic+form_adv+xg+standings+rest,5,57,0.03,3.0,876,45.0,-0.15,-4.46,955.39
form_basic+elo+rest+market_ext,4,27,0.15,2.2,104,51.9,-0.15,-1.67,983.31
form_basic+form_adv+standings+rest+market_ext,5,45,0.2,3.0,350,41.4,-0.15,-3.13,968.71
form_basic+xg+elo+standings,4,44,0.08,3.0,692,43.6,-0.16,-4.4,955.98
form_basic+form_adv+xg+elo+rest+market_ext,6,56,0.12,3.0,536,43.1,-0.17,-6.31,936.93
form_basic+form_adv+elo+standings+rest,5,48,0.08,3.0,634,44.0,-0.17,-0.02,999.81
form_adv+xg+elo+standings+rest+market_ext,6,50,0.12,3.0,574,43.4,-0.17,-2.57,974.27
form_adv+xg+market_ext,3,34,0.08,3.0,741,44.1,-0.17,-3.57,964.27
form_basic+form_adv+elo+market_ext,4,39,0.12,3.0,545,42.4,-0.18,-2.18,978.24
form_basic+xg,2,31,0.05,2.2,287,53.7,-0.18,-2.27,977.3
form_basic+form_adv+standings+rest+market_ext,5,45,0.05,3.0,770,43.6,-0.19,-5.78,942.16
standings+rest+market_ext,3,16,0.05,2.2,211,53.1,-0.19,-1.84,981.62
form_basic+xg,2,31,0.15,3.0,469,42.6,-0.2,-3.05,969.54
form_basic+xg+elo,3,36,0.08,3.0,658,43.6,-0.2,-4.33,956.73
standings+rest,2,14,0.12,2.2,129,52.7,-0.21,-2.21,977.88
form_adv+standings+rest+market_ext,4,31,0.03,2.2,290,53.1,-0.21,-1.86,981.36
elo,1,8,0.12,3.0,533,43.3,-0.21,-6.76,932.44
form_basic+elo+standings+rest,4,33,0.1,3.0,542,43.4,-0.21,-5.32,946.82
form_adv+rest,2,21,0.12,2.2,139,52.5,-0.22,-1.72,982.8
elo+rest,2,11,0.1,3.0,604,44.0,-0.22,-2.35,976.48
xg+elo+standings+rest,4,33,0.15,2.2,136,52.2,-0.22,-2.04,979.61
form_basic+form_adv+xg+elo,4,51,0.15,2.2,132,52.3,-0.22,-2.48,975.25
rest,1,6,0.05,2.5,462,47.4,-0.22,-2.04,979.59
form_adv+xg+standings+market_ext,4,42,0.08,2.5,465,48.0,-0.22,-2.02,979.77
form_basic+form_adv+xg+elo+rest+market_ext,6,56,0.05,3.0,759,43.9,-0.23,-5.74,942.58
form_adv+xg+elo+market_ext,4,39,0.05,2.2,251,53.8,-0.24,0.68,1006.85
form_basic+elo+standings+rest,4,33,0.08,3.0,603,43.4,-0.24,-5.02,949.8
xg+rest+market_ext,3,22,0.08,2.2,245,52.7,-0.25,-3.71,962.88
xg+rest,2,20,0.03,3.0,897,44.7,-0.26,-4.61,953.93
elo+market_ext,2,10,0.12,2.2,144,52.1,-0.27,-0.81,991.88
form_basic+form_adv+rest+market_ext,4,37,0.2,3.0,346,41.0,-0.27,-3.07,969.28
form_adv+rest,2,21,0.03,3.0,841,44.4,-0.27,-1.16,988.41
xg+standings+rest+market_ext,4,30,0.1,2.2,236,53.0,-0.28,-2.15,978.49
form_basic+form_adv+standings+market_ext,4,42,0.2,2.5,150,45.3,-0.28,-3.08,969.24
form_basic+xg+elo+standings+rest+market_ext,6,49,0.15,3.0,458,42.4,-0.29,-3.31,966.95
form_adv+xg+standings,3,40,0.03,3.0,909,44.7,-0.3,-0.73,992.68
form_adv+xg+standings+market_ext,4,42,0.12,2.5,363,47.7,-0.3,-2.13,978.74
form_basic+elo+rest+market_ext,4,27,0.2,3.0,289,41.9,-0.3,-4.12,958.77
form_basic+elo,2,22,0.03,2.5,507,48.3,-0.31,-3.6,964.02
form_basic+xg+elo+standings+rest,5,47,0.08,3.0,673,43.5,-0.31,-4.12,958.76
form_basic+form_adv+elo+rest,4,40,0.1,2.2,180,52.8,-0.32,-1.7,982.96
rest+market_ext,2,8,0.03,2.5,522,47.9,-0.32,-0.24,997.56
market_only,0,3,0.12,3.0,555,42.2,-0.34,-2.84,971.6
form_basic+form_adv+xg,3,46,0.15,2.5,274,47.8,-0.34,-4.15,958.52
form_adv+xg+standings+market_ext,4,42,0.05,2.2,314,53.5,-0.34,-5.14,948.59
xg+rest+market_ext,3,22,0.15,2.5,265,47.2,-0.35,-3.14,968.55
rest+market_ext,2,8,0.1,2.2,172,51.7,-0.35,-1.33,986.75
elo+standings+market_ext,3,18,0.15,2.2,93,51.6,-0.35,-2.01,979.91
form_basic+form_adv+elo+rest+market_ext,5,42,0.1,2.2,164,52.4,-0.36,-3.67,963.32
form_basic+xg+market_ext,3,33,0.12,2.5,322,47.5,-0.36,-3.27,967.29
rest,1,6,0.08,2.5,373,47.2,-0.36,-2.05,979.47
form_basic+form_adv+elo+rest+market_ext,5,42,0.08,3.0,633,43.3,-0.36,-3.59,964.14
form_basic+form_adv+standings+market_ext,4,42,0.08,2.5,412,47.6,-0.37,-3.02,969.81
form_basic+form_adv+xg+elo+rest+market_ext,6,56,0.1,2.5,347,47.8,-0.37,-3.85,961.49
form_basic+form_adv+xg,3,46,0.05,3.0,815,44.5,-0.37,-4.25,957.52
form_adv+xg+market_ext,3,34,0.15,2.5,276,47.8,-0.37,-4.13,958.72
form_basic+xg+elo,3,36,0.12,2.5,307,47.2,-0.38,-3.47,965.31
form_adv+elo+rest+market_ext,4,28,0.03,2.2,279,53.0,-0.38,2.61,1026.06
form_basic+elo,2,22,0.08,2.5,373,47.7,-0.4,-2.92,970.78
standings,1,11,0.08,2.2,148,53.4,-0.4,-2.35,976.53
xg+rest,2,20,0.05,3.0,818,44.5,-0.4,-4.36,956.39
form_basic+form_adv+xg+market_ext,4,48,0.1,2.2,216,53.7,-0.41,-3.61,963.91
standings,1,11,0.03,2.5,422,48.3,-0.41,1.98,1019.83
form_basic+xg+market_ext,3,33,0.2,3.0,370,41.9,-0.42,-4.62,953.79
xg+standings+rest+market_ext,4,30,0.15,3.0,500,43.0,-0.42,-5.06,949.43
form_adv+standings+rest+market_ext,4,31,0.05,2.2,245,53.1,-0.42,-1.91,980.92
elo+standings,2,16,0.15,3.0,378,41.5,-0.43,-3.8,961.98
elo+market_ext,2,10,0.15,3.0,456,42.5,-0.43,-5.92,940.82
form_adv+xg+elo+rest,4,40,0.03,2.2,308,53.6,-0.45,-3.97,960.3
form_basic+xg+elo+standings+rest+market_ext,6,49,0.08,3.0,672,43.6,-0.45,-2.1,979.05
elo+standings+rest+market_ext,4,21,0.03,2.2,263,52.9,-0.45,-0.73,992.73
xg+rest,2,20,0.1,2.2,208,52.9,-0.46,-2.88,971.22
standings+rest,2,14,0.08,3.0,604,43.0,-0.46,-2.44,975.57
form_basic+form_adv+xg+elo+standings+market_ext,6,61,0.05,3.0,774,44.4,-0.46,-1.02,989.8
form_basic+elo+rest,3,25,0.08,2.2,208,52.4,-0.47,-0.71,992.88
form_basic+xg+elo+standings,4,44,0.12,3.0,556,42.8,-0.48,-4.41,955.92
form_adv,1,18,0.03,2.2,315,53.3,-0.48,-0.18,998.21
rest+market_ext,2,8,0.05,2.5,470,47.9,-0.49,-0.08,999.15
standings+rest+market_ext,3,16,0.12,2.5,231,47.6,-0.49,-2.39,976.07
market_only,0,3,0.08,3.0,651,42.7,-0.49,-2.71,972.88
form_adv+xg+elo+rest+market_ext,5,42,0.15,2.2,139,52.5,-0.5,-2.85,971.46
form_basic+xg+elo+rest+market_ext,5,41,0.05,3.0,797,43.9,-0.51,-3.62,963.79
form_basic+xg+rest+market_ext,4,36,0.15,2.5,258,47.7,-0.51,-2.49,975.13
form_basic+form_adv+elo+rest+market_ext,5,42,0.05,2.2,251,52.6,-0.52,-2.68,973.17
xg+rest,2,20,0.08,2.2,244,52.9,-0.52,-3.03,969.68
form_basic+form_adv+elo+standings+rest+market_ext,6,50,0.08,3.0,654,43.6,-0.52,-0.34,996.57
xg+standings+market_ext,3,27,0.12,3.0,617,43.1,-0.53,-8.05,919.5
form_adv+xg+standings+rest+market_ext,5,45,0.03,2.5,642,48.3,-0.53,-2.38,976.25
form_adv+xg+standings+market_ext,4,42,0.1,2.5,412,47.6,-0.55,-2.83,971.72
xg+elo+rest,3,25,0.1,3.0,608,43.1,-0.55,-5.64,943.57
form_basic+xg+standings,3,39,0.03,3.0,874,44.5,-0.56,-3.1,968.96
form_basic+form_adv+xg+elo+market_ext,5,53,0.08,2.2,242,53.7,-0.56,-2.38,976.2
xg+elo+standings+rest+market_ext,5,35,0.08,2.2,240,52.5,-0.57,-1.14,988.57
form_basic+elo+rest,3,25,0.15,2.2,112,51.8,-0.57,-1.99,980.06
form_basic+form_adv+xg+standings+rest,5,57,0.12,2.5,339,46.9,-0.58,-3.88,961.19
xg+elo+standings,3,30,0.1,2.2,192,52.1,-0.58,-2.06,979.39
form_basic+form_adv+elo+rest+market_ext,5,42,0.2,3.0,323,41.8,-0.58,-3.15,968.45
form_basic+form_adv+xg+elo+rest,5,54,0.08,3.0,650,43.8,-0.58,-5.67,943.27
xg+standings,2,25,0.05,3.0,832,44.0,-0.59,-6.5,935.05
form_basic+form_adv+xg+elo+rest+market_ext,6,56,0.1,3.0,598,43.1,-0.59,-6.74,932.63
elo+standings+rest+market_ext,4,21,0.05,3.0,692,43.6,-0.59,-2.28,977.22
form_basic+form_adv+elo+rest,4,40,0.12,3.0,524,42.9,-0.6,-2.2,977.96
form_basic+form_adv+xg+standings,4,54,0.1,3.0,665,43.5,-0.61,-4.47,955.3
form_adv+xg+elo+standings+rest+market_ext,6,50,0.03,3.0,872,44.7,-0.62,-2.56,974.41
form_basic+form_adv+elo,3,37,0.05,2.5,443,47.6,-0.64,0.68,1006.81
form_basic+elo+standings+market_ext,4,32,0.12,2.5,281,46.6,-0.65,-2.03,979.71
form_basic+xg+standings+rest+market_ext,5,44,0.03,3.0,891,44.7,-0.65,-3.13,968.75
form_adv+xg+elo+rest,4,40,0.15,3.0,439,42.6,-0.65,-4.3,956.97
form_basic+xg+standings,3,39,0.05,2.5,516,48.4,-0.65,-0.88,991.22
form_basic+form_adv+xg+elo+rest+market_ext,6,56,0.15,2.5,242,47.5,-0.66,-3.05,969.5
form_basic+form_adv+xg+rest,4,49,0.08,2.5,420,48.3,-0.68,-4.5,955.04
form_basic+xg+standings,3,39,0.08,3.0,699,43.6,-0.68,-2.67,973.27
form_basic+form_adv+xg+rest+market_ext,5,51,0.03,3.0,925,44.6,-0.69,-4.38,956.23
xg+rest+market_ext,3,22,0.12,2.2,187,51.9,-0.69,-4.27,957.29
xg+elo+rest,3,25,0.12,3.0,553,43.0,-0.69,-4.57,954.34
form_basic+elo+standings+rest+market_ext,5,35,0.1,2.2,201,52.2,-0.69,-1.61,983.88
form_adv,1,18,0.05,2.2,256,53.1,-0.7,-0.32,996.78
form_basic,1,17,0.08,2.5,417,47.2,-0.7,-7.75,922.5
form_adv,1,18,0.2,2.2,41,51.2,-0.71,-2.61,973.88
form_basic+form_adv+xg+elo+standings+market_ext,6,61,0.03,3.0,850,44.6,-0.71,-1.32,986.79
xg+standings+market_ext,3,27,0.1,3.0,677,43.3,-0.71,-9.17,908.28
xg,1,17,0.15,3.0,498,42.8,-0.71,-4.4,956.02
standings+rest,2,14,0.03,2.2,258,53.1,-0.72,-2.93,970.71
form_basic+elo+rest+market_ext,4,27,0.03,2.5,490,48.2,-0.72,-1.14,988.6
form_basic+form_adv+xg+elo+market_ext,5,53,0.05,2.5,488,49.0,-0.73,-1.06,989.38
form_basic+rest+market_ext,3,22,0.03,2.5,558,48.6,-0.73,-5.5,945.0
form_adv+xg+rest,3,35,0.08,2.2,258,53.5,-0.75,-2.83,971.7
form_basic+form_adv+xg+market_ext,4,48,0.05,3.0,831,44.2,-0.76,-5.42,945.79
form_basic+form_adv+xg+rest,4,49,0.03,2.5,565,48.3,-0.76,-4.57,954.27
form_adv+xg+elo+standings+rest+market_ext,6,50,0.08,3.0,701,43.9,-0.77,-2.65,973.5
form_basic+xg+elo+market_ext,4,38,0.03,3.0,842,43.7,-0.77,-7.27,927.32
xg+standings,2,25,0.08,3.0,738,43.5,-0.78,-6.91,930.91
form_basic+form_adv+elo,3,37,0.12,3.0,497,42.3,-0.78,-1.44,985.58
form_adv+rest,2,21,0.05,3.0,749,43.7,-0.79,-1.47,985.3
form_basic+xg+elo+market_ext,4,38,0.15,2.5,236,46.2,-0.79,-3.78,962.16
form_basic+rest,2,20,0.05,2.2,293,52.6,-0.8,-4.33,956.73
form_basic+form_adv+standings+rest+market_ext,5,45,0.03,2.5,532,48.1,-0.8,-5.58,944.24
form_basic+xg+elo,3,36,0.05,3.0,768,43.8,-0.81,-4.77,952.29
form_basic+form_adv+xg+rest+market_ext,5,51,0.05,2.5,533,48.4,-0.81,-2.08,979.15
form_basic+form_adv+xg,3,46,0.15,3.0,480,42.9,-0.82,-5.12,948.84
form_basic+form_adv+xg+elo+rest,5,54,0.05,3.0,744,44.1,-0.82,-5.86,941.38
xg+elo,2,22,0.05,2.2,267,52.8,-0.82,-0.99,990.12
xg+elo+standings+market_ext,4,32,0.2,2.2,87,51.7,-0.82,-2.86,971.37
standings+rest,2,14,0.05,2.5,406,47.8,-0.83,0.69,1006.88
form_adv+xg,2,32,0.12,2.5,349,47.9,-0.83,-4.32,956.78
xg+standings+rest+market_ext,4,30,0.2,2.2,99,51.5,-0.84,-2.92,970.76
form_basic+form_adv+elo+rest+market_ext,5,42,0.12,2.5,286,46.9,-0.84,-2.14,978.58
form_basic+form_adv+rest+market_ext,4,37,0.15,2.5,248,46.8,-0.84,-2.75,972.49
form_basic+xg+rest,3,34,0.03,3.0,897,44.4,-0.84,-5.78,942.17
form_basic+xg+standings+rest+market_ext,5,44,0.15,3.0,494,42.5,-0.84,-5.11,948.89
form_basic+elo+market_ext,3,24,0.08,2.5,374,47.6,-0.84,-2.66,973.36
xg+standings+rest,3,28,0.15,3.0,512,43.2,-0.86,-4.35,956.47
form_basic+elo+market_ext,3,24,0.15,2.5,228,46.5,-0.86,-3.31,966.89
